Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1989:Q3,White,18459216,21042899,5993921,1643421,1985007,2980135,916533,2620258,4903623,2583683,1827105,620288,136290
1989:Q3,Black,826424,1010925,338491,110871,16871,316289,54239,38461,135703,184501,104575,78235,1691
1989:Q3,Hispanic,422035,625281,263047,67260,14521,94830,20965,56478,108180,203246,142196,46589,14461
1989:Q3,Other,728109,909452,297710,74628,46796,91075,22286,254426,122532,181343,137278,39095,4970
1989:Q4,White,18764843,21401442,6073636,1659048,2040936,3049571,950824,2632964,4994463,2636598,1862248,638309,136041
1989:Q4,Black,846166,1040114,341161,117354,18177,324870,58214,43211,137127,193947,109944,81840,2163
1989:Q4,Hispanic,437355,647585,270906,69455,15128,97778,22121,61697,110499,210229,147597,48865,13767
1989:Q4,Other,765340,952108,308613,79726,50552,94848,25076,258955,134338,186768,140792,40272,5704
1990:Q1,White,18772569,21458035,6081712,1690547,1924210,3108348,958669,2639868,5054681,2685465,1919692,625417,140356
1990:Q1,Black,861504,1059116,342334,119719,18370,332277,59345,47836,139235,197611,117050,77807,2754
1990:Q1,Hispanic,444759,661176,273375,73040,14730,99785,22494,66580,111172,216418,153465,49842,13111
1990:Q1,Other,789465,980358,315563,83677,48714,97532,26832,262109,145930,190893,145192,39254,6447
1990:Q2,White,18997073,21736799,6141297,1703862,1989369,3172622,983484,2656549,5089615,2739725,1968927,630372,140426
1990:Q2,Black,879961,1083505,342197,125991,19807,340464,62611,52911,139525,203544,121990,78360,3194
1990:Q2,Hispanic,453452,673184,276701,74238,15201,101361,23278,71548,110857,219731,156712,50810,12209
1990:Q2,Other,822632,1017242,324967,88296,52489,100161,29293,264541,157495,194610,148287,39171,7152
1990:Q3,White,18851626,21636426,6200830,1724288,1652770,3229349,969193,2676983,5183012,2784800,2010202,640910,133688
1990:Q3,Black,888497,1099197,348244,124712,18479,347866,61149,58234,140513,210700,127215,80150,3335
1990:Q3,Hispanic,459592,681929,280516,76413,13414,102137,22733,76393,110322,222337,159429,51931,10977
1990:Q3,Other,837825,1035342,333135,90741,43039,101889,29992,266088,170458,197517,150419,39311,7787
1990:Q4,White,19244954,22076156,6184660,1741899,1856373,3290051,1007493,2684249,5311430,2831201,2042720,650472,138009
1990:Q4,Black,904648,1123462,349294,125856,20981,355865,65787,63201,142478,218815,133337,81483,3995
1990:Q4,Hispanic,463054,688422,279625,77719,14494,102501,23506,80573,110005,225368,162140,53149,10079
1990:Q4,Other,863355,1062775,332817,93568,51014,103484,32849,266204,182839,199420,151614,39287,8519
1991:Q1,White,19673231,22524180,6190994,1760197,2152069,3351114,1055598,2666726,5347483,2850950,2075157,634835,140958
1991:Q1,Black,928822,1148927,347192,131885,24143,364026,71543,67392,142747,220105,138840,76740,4525
1991:Q1,Hispanic,462931,688661,275782,78254,15935,102381,24364,83716,108229,225729,163502,53146,9081
1991:Q1,Other,891788,1090684,333435,97448,62118,104726,36040,264574,192342,198896,152193,37486,9217
1991:Q2,White,19719636,22623242,6238977,1771972,2134858,3416051,1075500,2663086,5322798,2903606,2128405,635475,139726
1991:Q2,Black,946166,1171777,351252,133537,25181,372764,74221,72237,142585,225611,144515,76174,4922
1991:Q2,Hispanic,461293,686468,274709,78264,15659,101921,24422,86981,104512,225175,164180,53087,7908
1991:Q2,Other,909903,1109837,337873,99925,62652,105864,37998,262675,202850,199934,153550,36570,9814
1991:Q3,White,19995464,22941857,6297624,1791408,2284056,3480516,1114409,2649840,5324004,2946392,2159271,638327,148794
1991:Q3,Black,971717,1197956,357692,131773,27405,381555,79149,76887,143495,226238,143880,76596,5762
1991:Q3,Hispanic,466071,684212,272338,78969,16150,101027,24851,89659,101218,218141,159000,52041,7100
1991:Q3,Other,935812,1134172,342736,101325,68633,106630,40666,259761,214421,198360,152352,35535,10473
1991:Q4,White,20528127,23548251,6356321,1802555,2693804,3546526,1162131,2622833,5364082,3020124,2210489,650018,159617
1991:Q4,Black,995880,1229252,361632,133227,31400,390633,85216,81200,145943,233371,147822,78875,6674
1991:Q4,Hispanic,465197,680217,268676,78313,17783,99799,25404,91647,98595,215021,157029,51643,6349
1991:Q4,Other,964041,1162753,343956,103352,83211,107175,43607,255805,225646,198712,152539,35044,11129
1992:Q1,White,20515177,23568070,6422703,1811541,2637444,3637080,1165967,2605715,5287621,3052894,2259326,635980,157588
1992:Q1,Black,1024186,1253310,364247,137762,32321,402724,86132,86064,144060,229124,146711,75399,7014
1992:Q1,Hispanic,460720,665724,262425,76928,17109,98956,24729,93645,91933,205004,150586,49291,5127
1992:Q1,Other,978154,1174159,345171,105973,81876,109015,44599,251677,235847,196006,151652,32683,11671
1992:Q2,White,20588585,23691744,6477394,1826942,2638883,3722338,1189263,2596469,5240454,3103159,2300717,637843,164599
1992:Q2,Black,1053208,1282777,367670,142038,33665,413815,89468,91420,144702,229569,146132,75665,7772
1992:Q2,Hispanic,461382,657507,256279,75914,16663,100619,24509,95588,87934,196125,144311,47557,4257
1992:Q2,Other,999733,1193323,346710,108327,82327,117762,46327,247360,244509,193590,150084,31267,12239
1992:Q3,White,20917004,24081754,6580968,1848682,2758407,3807620,1227427,2602997,5255654,3164750,2352263,647240,165247
1992:Q3,Black,1072999,1310178,372936,138537,35832,424975,94619,97570,145709,237179,151719,77185,8275
1992:Q3,Hispanic,466325,658942,257951,75884,16690,101859,24553,97675,84330,192617,142409,47019,3189
1992:Q3,Other,1028892,1221570,352133,108621,86492,126026,48542,243128,256627,192678,149486,30489,12703
1992:Q4,White,21486166,24713118,6669578,1872608,3116162,3887056,1270663,2613101,5283950,3226952,2393064,665871,168017
1992:Q4,Black,1085269,1328109,380206,136678,38229,434835,96594,93284,148283,242840,155647,79233,7960
1992:Q4,Hispanic,469565,661500,254090,75972,17980,106220,29475,91039,86724,191935,141497,47408,3030
1992:Q4,Other,1047087,1241934,348330,108210,98872,144106,51816,232841,257759,194847,150694,32257,11896
1993:Q1,White,21783788,25028410,6707889,1877661,3235291,3933209,1328365,2668456,5277539,3244622,2412045,654610,177967
1993:Q1,Black,1105585,1342999,376241,145355,39067,440735,100166,90463,150971,237414,155384,74044,7986
1993:Q1,Hispanic,465032,651919,244512,73470,18179,109195,34179,85473,86911,186887,137302,46471,3114
1993:Q1,Other,1057746,1251009,341463,110127,103162,159476,55413,223469,257899,193263,149973,32137,11153
1993:Q2,White,22042037,25345629,6806572,1909920,3299475,3980589,1360906,2721760,5266407,3303592,2459006,664884,179702
1993:Q2,Black,1113124,1355551,383967,143353,39550,446719,100732,87353,153878,242427,161020,73774,7633
1993:Q2,Hispanic,469909,656545,246834,73823,18110,111812,37902,79827,88236,186636,137057,46661,2918
1993:Q2,Other,1065029,1259956,342714,109350,105487,174324,57856,213779,256446,194927,151263,33343,10321
1993:Q3,White,22441735,25818236,6912835,1943696,3461202,4030801,1401926,2787172,5280604,3376501,2500493,684634,191374
1993:Q3,Black,1116887,1368382,392744,139943,40645,452926,102308,84476,155340,251496,168176,75571,7749
1993:Q3,Hispanic,469088,657097,244813,74205,18385,114190,41462,74514,89528,188009,137594,47372,3043
1993:Q3,Other,1077698,1274642,345628,108223,110665,188812,60505,204246,256563,196944,152270,35091,9583
1993:Q4,White,22869623,26327623,7022017,1977942,3633399,4077558,1426384,2844486,5345837,3458000,2538550,719395,200055
1993:Q4,Black,1117624,1378935,397238,141922,41787,458551,101785,81064,156589,261311,172283,81314,7714
1993:Q4,Hispanic,467610,654688,241716,74088,18664,116279,44311,69120,90510,187078,136092,47919,3067
1993:Q4,Other,1087313,1286436,345772,108297,115971,202697,62387,194467,256846,199123,152750,37542,8831
1994:Q1,White,23016803,26506583,7107326,1996772,3473075,4126745,1438750,2918892,5445023,3489780,2565747,719674,204359
1994:Q1,Black,1121753,1384202,395384,147523,40801,464238,99803,78078,158375,262449,176617,78292,7540
1994:Q1,Hispanic,460279,645931,235026,72642,17747,118332,46684,64278,91222,185651,134847,47840,2964
1994:Q1,Other,1093787,1292734,344633,109221,111268,216441,63774,185148,262250,198948,152741,38069,8138
1994:Q2,White,23192320,26757808,7207220,2028979,3396353,4174115,1467599,3002862,5480680,3565488,2608085,747967,209436
1994:Q2,Black,1123393,1393291,400796,148840,40317,469422,99589,75243,159084,269898,180074,82375,7449
1994:Q2,Hispanic,461492,645890,235141,72494,17187,120385,49206,59848,91629,184398,133376,48126,2896
1994:Q2,Other,1102238,1303422,347306,109301,109258,229986,65717,176182,265672,201184,153581,40112,7491
1994:Q3,White,23543868,27186497,7304719,2068106,3462965,4225073,1515032,3070115,5540488,3642630,2650221,781207,211202
1994:Q3,Black,1125379,1404109,407688,146457,40720,474685,101516,71538,161505,278730,184017,87575,7138
1994:Q3,Hispanic,462293,646355,232559,73167,17178,122697,52057,55291,93406,184062,132621,48702,2739
1994:Q3,Other,1114123,1318076,348675,108785,111620,243801,68388,167028,269780,203954,154685,42469,6800
1994:Q4,White,23745094,27490594,7368065,2096733,3424606,4270071,1505307,3136232,5689580,3745500,2691876,829319,224305
1994:Q4,Black,1113703,1404612,413573,145304,40418,478835,96745,67568,162168,290908,186804,96605,7499
1994:Q4,Hispanic,465721,649992,234559,73312,16880,125236,53777,50976,95252,184270,131788,49558,2924
1994:Q4,Other,1117611,1325550,345599,108787,111162,257640,69085,158110,275167,207939,155975,45686,6278
1995:Q1,White,24226343,27999624,7419032,2130454,3642197,4327851,1572196,3190898,5716997,3773281,2715609,833675,223997
1995:Q1,Black,1123804,1414144,413711,146714,41703,484017,100712,62917,164370,290340,188823,94336,7181
1995:Q1,Hispanic,474317,658220,236364,73897,17506,128546,57164,46690,98052,183903,131254,49901,2748
1995:Q1,Other,1137221,1346274,346096,109631,118301,272654,72672,149223,277697,209052,156750,46634,5668
1995:Q2,White,24768683,28614126,7500561,2160619,3881913,4415137,1646415,3249091,5760390,3845443,2751895,864227,229321
1995:Q2,Black,1123494,1423392,420731,139372,43059,489313,105515,58192,167211,299898,194332,98284,7282
1995:Q2,Hispanic,478263,666025,237402,75293,18290,129649,60980,42741,101670,187762,133579,51429,2754
1995:Q2,Other,1141603,1355007,349614,109048,126377,267944,76796,140725,284503,213404,159030,49186,5188
1995:Q3,White,25191307,29129757,7414914,2184821,4177678,4497425,1730830,3323670,5800420,3938450,2794419,900481,243550
1995:Q3,Black,1111846,1421414,417062,134150,44680,493359,111123,53945,167095,309568,197915,103822,7831
1995:Q3,Hispanic,485194,677222,239845,76720,19370,131573,65334,39386,104994,192028,135932,53072,3024
1995:Q3,Other,1136172,1355258,341316,109334,136492,263992,81486,132923,289715,219085,162072,52224,4789
1995:Q4,White,25855587,29872732,7477164,2208746,4502254,4592381,1801602,3360678,5929906,4017145,2820727,950564,245854
1995:Q4,Black,1118966,1437662,423027,134746,51852,486767,113854,55329,172087,318696,201668,109094,7934
1995:Q4,Hispanic,501798,694662,241085,77181,23395,135343,66461,42005,109192,192863,134842,54654,3367
1995:Q4,Other,1122616,1346369,347972,108633,140570,251870,84652,138508,274164,223754,163270,53848,6636
1996:Q1,White,26365681,30443693,7569775,2237546,4659479,4681904,1869647,3381947,6043395,4078012,2867324,951321,259367
1996:Q1,Black,1129623,1447182,423509,137732,57762,479028,116211,55998,176942,317559,208483,101932,7144
1996:Q1,Hispanic,519240,715659,243333,78301,27053,140018,67853,44607,114495,196420,136627,55923,3870
1996:Q1,Other,1112637,1339940,354045,108864,140589,240204,88187,144263,263788,227303,166426,53031,7846
1996:Q2,White,26806404,30967604,7660422,2256815,4846270,4770064,1914590,3411674,6107769,4161200,2913671,982330,265199
1996:Q2,Black,1129719,1451098,429477,134193,63637,470783,115918,56958,180132,321379,211501,102639,7239
1996:Q2,Hispanic,540438,739738,247013,79809,31022,145589,69075,47720,119511,199301,137277,57601,4423
1996:Q2,Other,1105021,1338562,363897,108000,141970,228879,91339,150718,253760,233541,169758,54009,9774
1996:Q3,White,27069153,31311466,7744012,2282051,4853648,4856137,1968861,3437840,6168917,4242313,2962559,1012186,267568
1996:Q3,Black,1131155,1455463,432268,133320,68126,462106,116611,57734,185299,324308,214460,103049,6799
1996:Q3,Hispanic,570106,773187,257393,81868,34568,151943,70647,51066,125702,203081,138668,59545,4868
1996:Q3,Other,1099889,1340187,374420,107936,138669,217583,95175,157521,248882,240298,173676,55067,11555
1996:Q4,White,27692889,32015527,7815937,2298630,5084625,4926392,2113644,3506004,6270295,4322639,3002698,1049920,270021
1996:Q4,Black,1141727,1470390,428673,136921,73912,451581,127158,60118,192026,328662,217671,105155,5836
1996:Q4,Hispanic,600257,808203,265575,83360,39182,158694,73651,55657,132084,207947,140730,62111,5106
1996:Q4,Other,1098826,1346045,378920,109018,142009,205354,102242,165701,242801,247218,177532,56692,12994
1997:Q1,White,27900651,32254590,7879090,2322717,5124902,5013562,2133883,3583307,6197128,4353938,3033418,1038720,281800
1997:Q1,Black,1147701,1468128,424481,138844,78254,443094,124178,62793,196484,320427,217899,96408,6120
1997:Q1,Hispanic,631893,842716,273002,85657,43282,166367,74788,60750,138870,210822,141317,63409,6096
1997:Q1,Other,1098559,1350213,387015,109825,140069,193695,105559,174393,239657,251654,180815,55638,15201
1997:Q2,White,29138106,33568370,7984160,2335709,5915534,5114076,2338192,3638205,6242493,4430264,3075702,1060567,293995
1997:Q2,Black,1173075,1494803,429052,134315,87653,436347,141708,64577,201151,321728,220388,95213,6127
1997:Q2,Hispanic,672669,888971,283951,87912,50795,174781,79613,65582,146337,216302,143475,65796,7031
1997:Q2,Other,1119284,1378014,398006,109029,160007,182320,115732,182720,230200,258730,185021,56461,17248
1997:Q3,White,30034617,34562647,8078787,2358886,6374487,5209428,2502834,3705195,6333030,4528030,3144519,1085173,298338
1997:Q3,Black,1187362,1513151,430822,131762,94739,429365,154779,66812,204871,325789,225993,94671,5125
1997:Q3,Hispanic,712963,936258,296011,90745,57255,183413,83639,70901,154294,223295,147821,68502,6972
1997:Q3,Other,1126615,1393517,407699,108600,170506,170109,124625,191420,220557,266901,190947,57458,18496
1997:Q4,White,30515245,35123864,8183408,2377885,6518937,5289284,2504756,3814826,6434768,4608619,3180312,1118429,309878
1997:Q4,Black,1190330,1516653,427941,137468,99709,421118,149992,70622,209803,326323,224577,96396,5350
1997:Q4,Hispanic,750136,976314,305550,92557,62554,191869,84051,77411,162322,226178,147248,70574,8356
1997:Q4,Other,1120807,1394754,413390,110051,171691,156349,127636,201160,214478,273947,194222,58766,20959
1998:Q1,White,32016064,36672040,8327168,2399145,7427170,5413754,2720764,3848374,6535664,4655976,3229931,1106375,319670
1998:Q1,Black,1230288,1549591,430301,136347,109907,418472,168948,71697,213920,319303,225484,88634,5185
1998:Q1,Hispanic,796787,1025514,317200,95033,71538,201309,88963,82140,169331,228726,147837,71588,9301
1998:Q1,Other,1144630,1423288,425001,109536,195425,144515,138448,208753,201609,278658,198192,57446,23020
1998:Q2,White,32649295,37412340,8531056,2423589,7576898,5513337,2753768,3924820,6688872,4763045,3293040,1143158,326847
1998:Q2,Black,1237270,1565052,436950,137464,115155,415797,168058,74415,217213,327782,231919,91060,4803
1998:Q2,Hispanic,835129,1071261,329871,97370,77140,213083,89770,87919,176108,236132,151673,74621,9838
1998:Q2,Other,1153616,1440400,440168,109285,196231,148032,142519,217098,187067,286783,203070,58906,24807
1998:Q3,White,32045119,36899422,8725113,2458682,6716328,5591193,2578944,3970579,6858584,4854304,3356553,1171879,325872
1998:Q3,Black,1209591,1543564,443055,130465,113443,411618,144484,76156,224343,333974,237805,92034,4135
1998:Q3,Hispanic,871544,1113559,350538,101047,77505,224051,85235,92811,182372,242015,154465,77084,10466
1998:Q3,Other,1122235,1416081,450551,106535,166272,149850,138882,224113,179878,293846,207334,59721,26791
1998:Q4,White,33922854,38886792,8928849,2482894,7956873,5688475,2890838,3999428,6939436,4963938,3431843,1198585,333510
1998:Q4,Black,1255401,1605739,447879,141672,116515,425058,176966,72638,225012,350338,245543,99981,4814
1998:Q4,Hispanic,888548,1141663,361051,101947,83241,228157,95231,90531,181505,253115,162778,80113,10224
1998:Q4,Other,1190962,1487256,455030,107251,204535,159542,147920,224972,188006,296293,208425,62593,25275
1999:Q1,White,34239051,39269355,9105499,2509212,7978359,5763754,2963976,3964455,6984099,5030304,3496350,1194796,339158
1999:Q1,Black,1261528,1621887,457543,143303,111577,437026,183444,67097,221896,360359,253024,101891,5444
1999:Q1,Hispanic,887075,1148657,368913,103677,82593,231095,99443,86304,176633,261582,170079,82132,9371
1999:Q1,Other,1196281,1491441,457382,105078,205677,167485,148265,223522,184032,295160,208185,63579,23396
1999:Q2,White,35260910,40411602,9356496,2542881,8622000,5847563,3097758,4052598,6892306,5150692,3573490,1212512,364690
1999:Q2,Black,1289186,1667804,467771,152267,111469,450913,196854,66148,222383,378618,263135,108527,6956
1999:Q2,Hispanic,886384,1159342,374187,105045,85161,233712,104985,85188,171064,272957,178716,84831,9410
1999:Q2,Other,1235509,1531304,465031,104653,224837,175554,150811,224981,185437,295795,208350,65711,21734
1999:Q3,White,35191309,40466520,9615261,2584881,8189535,5908210,3011574,4221883,6935175,5275211,3670414,1238835,365962
1999:Q3,Black,1284142,1682923,481211,155720,104275,463137,187013,68252,223316,398781,274012,117506,7263
1999:Q3,Hispanic,883543,1166701,384672,107465,81907,235350,104802,86202,166303,283157,187551,87343,8263
1999:Q3,Other,1231011,1528076,472026,102636,211596,181946,144925,228470,186477,297064,209282,68211,19571
1999:Q4,White,37461296,42883102,9834535,2616034,9763976,6020756,3288717,4274365,7084719,5421806,3747635,1266696,407475
1999:Q4,Black,1357024,1772194,493575,164767,111330,482112,216742,66351,237317,415170,277774,127915,9481
1999:Q4,Hispanic,907504,1195285,395843,108403,89494,237999,113928,84015,165603,287781,190627,88415,8739
1999:Q4,Other,1308681,1605371,472052,101890,257303,191154,152977,228569,201427,296691,208227,70596,17868
2000:Q1,White,38477806,43996299,10189842,2663692,10279809,6104895,3406834,4251417,7099810,5518493,3810528,1262734,445231
2000:Q1,Black,1397402,1819400,506819,172601,111320,498763,229765,61870,238262,421998,278572,131905,11521
2000:Q1,Hispanic,916297,1204558,403095,110716,91402,239785,118806,79752,161002,288262,191054,88029,9179
2000:Q1,Other,1351865,1645326,490842,100910,271411,198577,154995,226503,202088,293461,206058,71097,16306
2000:Q2,White,38466180,44092417,10594885,2709757,9795203,6170151,3367033,4412884,7042504,5626237,3904876,1294072,427289
2000:Q2,Black,1414041,1857632,528063,181862,104822,514061,226085,64073,238665,443591,288654,143833,11104
2000:Q2,Hispanic,912700,1208342,411186,112793,88030,241052,119576,80594,155110,295642,198118,90006,7518
2000:Q2,Other,1353930,1648414,505444,100295,256251,204934,151152,229845,200492,294484,206448,73860,14176
2000:Q3,White,38978508,44747943,10954782,2750330,9700785,6245389,3404301,4592564,7099793,5769435,3999839,1337943,431653
2000:Q3,Black,1436049,1905825,549775,184623,101113,531239,231117,67024,240934,469776,298621,159552,11603
2000:Q3,Hispanic,913809,1217573,418971,115167,86780,242655,122417,82027,149556,303764,204959,92138,6667
2000:Q3,Other,1369681,1666203,517816,98055,252852,212039,150526,234047,200868,296523,207027,77441,12055
2000:Q4,White,38468604,44331184,11309544,2789212,8537353,6298537,3266769,4672474,7457295,5862580,4076179,1387510,398891
2000:Q4,Black,1433671,1931354,567465,197494,90013,546496,217281,66467,246137,497683,309759,177168,10756
2000:Q4,Hispanic,899209,1211209,423832,116556,79472,243888,120619,80825,146017,311999,212384,95026,4589
2000:Q4,Other,1354426,1653246,533255,98494,219282,218240,143561,235818,204596,298821,206905,81562,10354
2001:Q1,White,38301426,44196003,11933210,2823519,7611849,6371897,3036248,4714825,7704455,5894578,4144280,1387145,363153
2001:Q1,Black,1445868,1957704,599385,206896,80431,564693,193781,64592,247926,511836,319671,182895,9270
2001:Q1,Hispanic,897389,1215452,437871,118126,73249,245969,116553,78719,144964,318062,219005,96705,2352
2001:Q1,Other,1363850,1661137,567269,98207,193458,226121,133509,237086,205488,297288,206670,82979,7639
2001:Q2,White,39469859,45503125,12281283,2849857,8220339,6460437,3147058,4826971,7717179,6033266,4261961,1405169,366136
2001:Q2,Black,1493523,2037676,624175,212142,82200,593531,207169,65278,253180,544153,342171,192263,9719
2001:Q2,Hispanic,888034,1225892,441913,119720,76574,246430,121573,78723,140959,337859,235267,100957,1635
2001:Q2,Other,1407587,1709569,577993,97075,211783,236673,136912,241192,207942,301982,210619,85860,5503
2001:Q3,White,38469185,44707199,12626663,2878671,6859254,6526006,2905315,4900864,8010427,6238014,4385344,1419923,432747
2001:Q3,Black,1489690,2059573,646143,214932,69472,620254,182855,64591,261326,569884,353082,203368,13434
2001:Q3,Hispanic,862233,1211766,442921,122054,67550,246792,117342,77857,137251,349533,244076,102303,3154
